   x   |    y   |    f
.9000  | .2175  | 1.9352
.9000  | .2190  | 1.9360
.9000  | .2205  | 1.9368
.9000  | .2220  | 1.9375
.9000  | .2235  | 1.9383
.9000  | .2250  | 1.9391
.9000  | .2265  | 1.9399
.9000  | .2280  | 1.9407
.9000  | .2295  | 1.9414
.9000  | .2310  | 1.9422
.9000  | .2325  | 1.9430
.9000  | .2340  | 1.9437
.9000  | .2355  | 1.9445
.9000  | .2370  | 1.9453
.9000  | .2385  | 1.9460
.9000  | .2400  | 1.9468
.9000  | .2415  | 1.9476
.9000  | .2430  | 1.9483
.8984  | .1230  | 1.8735
.8984  | .1245  | 1.8744
.8984  | .1260  | 1.8753
.8984  | .1275  | 1.8762
.8984  | .1290  | 1.8771
.8984  | .1305  | 1.8780
.8984  | .1320  | 1.8789
.8984  | .1335  | 1.8798
.8984  | .1350  | 1.8807
.8984  | .1365  | 1.8816
.8984  | .1380  | 1.8825
.8984  | .1395  | 1.8834
.8984  | .1410  | 1.8842
.8984  | .1425  | 1.8851
.8984  | .1440  | 1.8860
.8984  | .1455  | 1.8869
.8984  | .1470  | 1.8878
.8984  | .1485  | 1.8886
.8984  | .1500  | 1.8895
.8984  | .1515  | 1.8904
.8984  | .1530  | 1.8912
.8984  | .1545  | 1.8921
.8984  | .1560  | 1.8930
.8984  | .1575  | 1.8938
.8984  | .1590  | 1.8947
.8984  | .1605  | 1.8956
.8984  | .1620  | 1.8964
.8984  | .1635  | 1.8973
.8984  | .1650  | 1.8981
.8984  | .1665  | 1.8990
.8984  | .1680  | 1.8998
.8984  | .1695  | 1.9007
.8984  | .1710  | 1.9015
.8984  | .1725  | 1.9024
.8984  | .1740  | 1.9032
.8984  | .1755  | 1.9040
.8984  | .1770  | 1.9049
.8984  | .1785  | 1.9057
.8984  | .1800  | 1.9066
.8984  | .1815  | 1.9074
.8984  | .1830  | 1.9082
.8984  | .1845  | 1.9091
.8984  | .1860  | 1.9099
.8984  | .1875  | 1.9107
.8984  | .1890  | 1.9115
.8984  | .1905  | 1.9124
.8984  | .1920  | 1.9132
.8984  | .1935  | 1.9140
.8984  | .1950  | 1.9148
.8984  | .1965  | 1.9156
.8984  | .1980  | 1.9164
.8984  | .1995  | 1.9173
.8984  | .2010  | 1.9181
.8984  | .2025  | 1.9189
.8984  | .2040  | 1.9197
.8984  | .2055  | 1.9205
.8984  | .2070  | 1.9213
.8984  | .2085  | 1.9221
.8984  | .2100  | 1.9229
.8984  | .2115  | 1.9237
.8984  | .2130  | 1.9245
.8984  | .2145  | 1.9253
.8984  | .2160  | 1.9261
.8984  | .2175  | 1.9269
.8984  | .2190  | 1.9277
.8984  | .2205  | 1.9285
.8984  | .2220  | 1.9293
.8984  | .2235  | 1.9300
.8984  | .2250  | 1.9308
.8984  | .2265  | 1.9316
.8984  | .2280  | 1.9324
.8984  | .2295  | 1.9332
.8984  | .2310  | 1.9340
.8984  | .2325  | 1.9347
.8984  | .2340  | 1.9355
.8984  | .2355  | 1.9363
.8984  | .2370  | 1.9371
.8984  | .2385  | 1.9378
.8984  | .2400  | 1.9386
.8984  | .2415  | 1.9394
.8984  | .2430  | 1.9401
.8968  | .1230  | 1.8648
.8968  | .1245  | 1.8657
.8968  | .1260  | 1.8666
.8968  | .1275  | 1.8675
.8968  | .1290  | 1.8684
.8968  | .1305  | 1.8693
.8968  | .1320  | 1.8702
.8968  | .1335  | 1.8711
.8968  | .1350  | 1.8720
.8968  | .1365  | 1.8729
.8968  | .1380  | 1.8738
.8968  | .1395  | 1.8747
.8968  | .1410  | 1.8756
.8968  | .1425  | 1.8765
.8968  | .1440  | 1.8774
.8968  | .1455  | 1.8783
.8968  | .1470  | 1.8792
.8968  | .1485  | 1.8800
.8968  | .1500  | 1.8809
.8968  | .1515  | 1.8818
.8968  | .1530  | 1.8827
.8968  | .1545  | 1.8836
.8968  | .1560  | 1.8844
.8968  | .1575  | 1.8853
.8968  | .1590  | 1.8862
.8968  | .1605  | 1.8870
.8968  | .1620  | 1.8879
.8968  | .1635  | 1.8888
.8968  | .1650  | 1.8896
.8968  | .1665  | 1.8905
.8968  | .1680  | 1.8913
.8968  | .1695  | 1.8922
.8968  | .1710  | 1.8930
.8968  | .1725  | 1.8939
.8968  | .1740  | 1.8947
.8968  | .1755  | 1.8956
.8968  | .1770  | 1.8964
.8968  | .1785  | 1.8973
.8968  | .1800  | 1.8981
.8968  | .1815  | 1.8990
.8968  | .1830  | 1.8998
.8968  | .1845  | 1.9007
.8968  | .1860  | 1.9015
.8968  | .1875  | 1.9023
.8968  | .1890  | 1.9032
.8968  | .1905  | 1.9040
.8968  | .1920  | 1.9048
.8968  | .1935  | 1.9056
.8968  | .1950  | 1.9065
.8968  | .1965  | 1.9073
.8968  | .1980  | 1.9081
.8968  | .1995  | 1.9089
.8968  | .2010  | 1.9098
.8968  | .2025  | 1.9106
.8968  | .2040  | 1.9114
.8968  | .2055  | 1.9122
.8968  | .2070  | 1.9130
.8968  | .2085  | 1.9138
.8968  | .2100  | 1.9146
.8968  | .2115  | 1.9154
.8968  | .2130  | 1.9162
.8968  | .2145  | 1.9170
.8968  | .2160  | 1.9178
.8968  | .2175  | 1.9186
.8968  | .2190  | 1.9194
.8968  | .2205  | 1.9202
.8968  | .2220  | 1.9210
.8968  | .2235  | 1.9218
.8968  | .2250  | 1.9226
.8968  | .2265  | 1.9234
.8968  | .2280  | 1.9242
.8968  | .2295  | 1.9250
.8968  | .2310  | 1.9258
.8968  | .2325  | 1.9266
.8968  | .2340  | 1.9273
.8968  | .2355  | 1.9281
.8968  | .2370  | 1.9289
.8968  | .2385  | 1.9297
.8968  | .2400  | 1.9305
.8968  | .2415  | 1.9312
.8968  | .2430  | 1.9320
.8952  | .1230  | 1.8562
.8952  | .1245  | 1.8571
.8952  | .1260  | 1.8580
.8952  | .1275  | 1.8589
.8952  | .1290  | 1.8598
.8952  | .1305  | 1.8607
.8952  | .1320  | 1.8617
.8952  | .1335  | 1.8626
.8952  | .1350  | 1.8635
.8952  | .1365  | 1.8644
.8952  | .1380  | 1.8653
.8952  | .1395  | 1.8662
.8952  | .1410  | 1.8671
.8952  | .1425  | 1.8680
.8952  | .1440  | 1.8689
.8952  | .1455  | 1.8698
.8952  | .1470  | 1.8707
.8952  | .1485  | 1.8715
.8952  | .1500  | 1.8724
.8952  | .1515  | 1.8733
.8952  | .1530  | 1.8742
.8952  | .1545  | 1.8751
.8952  | .1560  | 1.8760
.8952  | .1575  | 1.8768
.8952  | .1590  | 1.8777
.8952  | .1605  | 1.8786
.8952  | .1620  | 1.8795
.8952  | .1635  | 1.8803
.8952  | .1650  | 1.8812
.8952  | .1665  | 1.8821
.8952  | .1680  | 1.8829
.8952  | .1695  | 1.8838
.8952  | .1710  | 1.8847
.8952  | .1725  | 1.8855
.8952  | .1740  | 1.8864
.8952  | .1755  | 1.8872
.8952  | .1770  | 1.8881
.8952  | .1785  | 1.8889
.8952  | .1800  | 1.8898
.8952  | .1815  | 1.8906
.8952  | .1830  | 1.8915
.8952  | .1845  | 1.8923
.8952  | .1860  | 1.8932
.8952  | .1875  | 1.8940
.8952  | .1890  | 1.8948
.8952  | .1905  | 1.8957
.8952  | .1920  | 1.8965
.8952  | .1935  | 1.8974
.8952  | .1950  | 1.8982
.8952  | .1965  | 1.8990
.8952  | .1980  | 1.8998
.8952  | .1995  | 1.9007
.8952  | .2010  | 1.9015
.8952  | .2025  | 1.9023
.8952  | .2040  | 1.9031
.8952  | .2055  | 1.9040
.8952  | .2070  | 1.9048
.8952  | .2085  | 1.9056
.8952  | .2100  | 1.9064
.8952  | .2115  | 1.9072
.8952  | .2130  | 1.9080
.8952  | .2145  | 1.9089
.8952  | .2160  | 1.9097
.8952  | .2175  | 1.9105
.8952  | .2190  | 1.9113
.8952  | .2205  | 1.9121
.8952  | .2220  | 1.9129
.8952  | .2235  | 1.9137
.8952  | .2250  | 1.9145
.8952  | .2265  | 1.9153
.8952  | .2280  | 1.9161
.8952  | .2295  | 1.9169
.8952  | .2310  | 1.9177
.8952  | .2325  | 1.9185
.8952  | .2340  | 1.9192
.8952  | .2355  | 1.9200
.8952  | .2370  | 1.9208
.8952  | .2385  | 1.9216
.8952  | .2400  | 1.9224
.8952  | .2415  | 1.9232
.8952  | .2430  | 1.9240
.8936  | .1230  | 1.8476
.8936  | .1245  | 1.8485
.8936  | .1260  | 1.8495
.8936  | .1275  | 1.8504
.8936  | .1290  | 1.8513
.8936  | .1305  | 1.8522
.8936  | .1320  | 1.8531
.8936  | .1335  | 1.8541
.8936  | .1350  | 1.8550
.8936  | .1365  | 1.8559
.8936  | .1380  | 1.8568
.8936  | .1395  | 1.8577
.8936  | .1410  | 1.8586
.8936  | .1425  | 1.8595
.8936  | .1440  | 1.8604
.8936  | .1455  | 1.8613
.8936  | .1470  | 1.8622
.8936  | .1485  | 1.8631
.8936  | .1500  | 1.8640
.8936  | .1515  | 1.8649
.8936  | .1530  | 1.8658
.8936  | .1545  | 1.8667
.8936  | .1560  | 1.8676
.8936  | .1575  | 1.8684
.8936  | .1590  | 1.8693
.8936  | .1605  | 1.8702
.8936  | .1620  | 1.8711
.8936  | .1635  | 1.8720
.8936  | .1650  | 1.8728
.8936  | .1665  | 1.8737
.8936  | .1680  | 1.8746
.8936  | .1695  | 1.8755
.8936  | .1710  | 1.8763
.8936  | .1725  | 1.8772
.8936  | .1740  | 1.8781
.8936  | .1755  | 1.8789
.8936  | .1770  | 1.8798
.8936  | .1785  | 1.8806
.8936  | .1800  | 1.8815
.8936  | .1815  | 1.8824
.8936  | .1830  | 1.8832
.8936  | .1845  | 1.8841
.8936  | .1860  | 1.8849
.8936  | .1875  | 1.8858
.8936  | .1890  | 1.8866
.8936  | .1905  | 1.8875
.8936  | .1920  | 1.8883
.8936  | .1935  | 1.8891
.8936  | .1950  | 1.8900
.8936  | .1965  | 1.8908
.8936  | .1980  | 1.8916
.8936  | .1995  | 1.8925
.8936  | .2010  | 1.8933
.8936  | .2025  | 1.8941
.8936  | .2040  | 1.8950
.8936  | .2055  | 1.8958
.8936  | .2070  | 1.8966
.8936  | .2085  | 1.8975
.8936  | .2100  | 1.8983
.8936  | .2115  | 1.8991
.8936  | .2130  | 1.8999
.8936  | .2145  | 1.9007
.8936  | .2160  | 1.9016
.8936  | .2175  | 1.9024
.8936  | .2190  | 1.9032
.8936  | .2205  | 1.9040
.8936  | .2220  | 1.9048
.8936  | .2235  | 1.9056
.8936  | .2250  | 1.9064
.8936  | .2265  | 1.9072
.8936  | .2280  | 1.9080
.8936  | .2295  | 1.9088
.8936  | .2310  | 1.9096
.8936  | .2325  | 1.9104
.8936  | .2340  | 1.9112
.8936  | .2355  | 1.9120
.8936  | .2370  | 1.9128
.8936  | .2385  | 1.9136
.8936  | .2400  | 1.9144
.8936  | .2415  | 1.9152
.8936  | .2430  | 1.9160
.8920  | .1230  | 1.8391
.8920  | .1245  | 1.8400
.8920  | .1260  | 1.8410
.8920  | .1275  | 1.8419
.8920  | .1290  | 1.8428
.8920  | .1305  | 1.8438
.8920  | .1320  | 1.8447
.8920  | .1335  | 1.8456
.8920  | .1350  | 1.8465
.8920  | .1365  | 1.8475
.8920  | .1380  | 1.8484
.8920  | .1395  | 1.8493
.8920  | .1410  | 1.8502
.8920  | .1425  | 1.8511
.8920  | .1440  | 1.8520
.8920  | .1455  | 1.8529
.8920  | .1470  | 1.8538
.8920  | .1485  | 1.8547
.8920  | .1500  | 1.8556
.8920  | .1515  | 1.8565
.8920  | .1530  | 1.8574
.8920  | .1545  | 1.8583
.8920  | .1560  | 1.8592
.8920  | .1575  | 1.8601
.8920  | .1590  | 1.8610
.8920  | .1605  | 1.8619
.8920  | .1620  | 1.8628
.8920  | .1635  | 1.8637
.8920  | .1650  | 1.8646
.8920  | .1665  | 1.8654
.8920  | .1680  | 1.8663
.8920  | .1695  | 1.8672
.8920  | .1710  | 1.8681
.8920  | .1725  | 1.8689
.8920  | .1740  | 1.8698
.8920  | .1755  | 1.8707
.8920  | .1770  | 1.8716
.8920  | .1785  | 1.8724
.8920  | .1800  | 1.8733
.8920  | .1815  | 1.8741
.8920  | .1830  | 1.8750
.8920  | .1845  | 1.8759
.8920  | .1860  | 1.8767
.8920  | .1875  | 1.8776
.8920  | .1890  | 1.8784
.8920  | .1905  | 1.8793
.8920  | .1920  | 1.8801
.8920  | .1935  | 1.8810
.8920  | .1950  | 1.8818
.8920  | .1965  | 1.8827
.8920  | .1980  | 1.8835
.8920  | .1995  | 1.8844
.8920  | .2010  | 1.8852
.8920  | .2025  | 1.8860
.8920  | .2040  | 1.8869
.8920  | .2055  | 1.8877
.8920  | .2070  | 1.8885
.8920  | .2085  | 1.8894
.8920  | .2100  | 1.8902
.8920  | .2115  | 1.8910
.8920  | .2130  | 1.8919
.8920  | .2145  | 1.8927
.8920  | .2160  | 1.8935
.8920  | .2175  | 1.8943
.8920  | .2190  | 1.8951
.8920  | .2205  | 1.8960
.8920  | .2220  | 1.8968
.8920  | .2235  | 1.8976
.8920  | .2250  | 1.8984
.8920  | .2265  | 1.8992
.8920  | .2280  | 1.9000
.8920  | .2295  | 1.9008
.8920  | .2310  | 1.9016
.8920  | .2325  | 1.9024
.8920  | .2340  | 1.9033
.8920  | .2355  | 1.9041
.8920  | .2370  | 1.9049
.8920  | .2385  | 1.9057
.8920  | .2400  | 1.9064
.8920  | .2415  | 1.9072
.8920  | .2430  | 1.9080
.8904  | .1230  | 1.8307
.8904  | .1245  | 1.8316
.8904  | .1260  | 1.8326
.8904  | .1275  | 1.8335
.8904  | .1290  | 1.8344
.8904  | .1305  | 1.8354
.8904  | .1320  | 1.8363
.8904  | .1335  | 1.8372
.8904  | .1350  | 1.8382
.8904  | .1365  | 1.8391
.8904  | .1380  | 1.8400
.8904  | .1395  | 1.8409
.8904  | .1410  | 1.8419
.8904  | .1425  | 1.8428
.8904  | .1440  | 1.8437
.8904  | .1455  | 1.8446
.8904  | .1470  | 1.8455
.8904  | .1485  | 1.8464
.8904  | .1500  | 1.8474
.8904  | .1515  | 1.8483
.8904  | .1530  | 1.8492
.8904  | .1545  | 1.8501
.8904  | .1560  | 1.8510
.8904  | .1575  | 1.8519
.8904  | .1590  | 1.8528
.8904  | .1605  | 1.8537
.8904  | .1620  | 1.8546
.8904  | .1635  | 1.8554
.8904  | .1650  | 1.8563
.8904  | .1665  | 1.8572
.8904  | .1680  | 1.8581
.8904  | .1695  | 1.8590
.8904  | .1710  | 1.8599
.8904  | .1725  | 1.8608
.8904  | .1740  | 1.8616
.8904  | .1755  | 1.8625
.8904  | .1770  | 1.8634
.8904  | .1785  | 1.8643
.8904  | .1800  | 1.8651
.8904  | .1815  | 1.8660
.8904  | .1830  | 1.8669
.8904  | .1845  | 1.8677
.8904  | .1860  | 1.8686
.8904  | .1875  | 1.8695
.8904  | .1890  | 1.8703
.8904  | .1905  | 1.8712
.8904  | .1920  | 1.8720
.8904  | .1935  | 1.8729
.8904  | .1950  | 1.8738
.8904  | .1965  | 1.8746
.8904  | .1980  | 1.8755
.8904  | .1995  | 1.8763
.8904  | .2010  | 1.8772
.8904  | .2025  | 1.8780
.8904  | .2040  | 1.8788
.8904  | .2055  | 1.8797
.8904  | .2070  | 1.8805
.8904  | .2085  | 1.8814
.8904  | .2100  | 1.8822
.8904  | .2115  | 1.8830
.8904  | .2130  | 1.8839
.8904  | .2145  | 1.8847
.8904  | .2160  | 1.8855
.8904  | .2175  | 1.8864
.8904  | .2190  | 1.8872
.8904  | .2205  | 1.8880
.8904  | .2220  | 1.8888
.8904  | .2235  | 1.8896
.8904  | .2250  | 1.8905
.8904  | .2265  | 1.8913
.8904  | .2280  | 1.8921
.8904  | .2295  | 1.8929
.8904  | .2310  | 1.8937
.8904  | .2325  | 1.8945
.8904  | .2340  | 1.8953
.8904  | .2355  | 1.8962
.8904  | .2370  | 1.8970
.8904  | .2385  | 1.8978
.8904  | .2400  | 1.8986
.8904  | .2415  | 1.8994
.8904  | .2430  | 1.9002
.8888  | .1230  | 1.8223
.8888  | .1245  | 1.8233
.8888  | .1260  | 1.8242
.8888  | .1275  | 1.8252
.8888  | .1290  | 1.8261
.8888  | .1305  | 1.8271
.8888  | .1320  | 1.8280
.8888  | .1335  | 1.8289
.8888  | .1350  | 1.8299
.8888  | .1365  | 1.8308
.8888  | .1380  | 1.8317
.8888  | .1395  | 1.8327
.8888  | .1410  | 1.8336
.8888  | .1425  | 1.8345
.8888  | .1440  | 1.8355
.8888  | .1455  | 1.8364
.8888  | .1470  | 1.8373
.8888  | .1485  | 1.8382
.8888  | .1500  | 1.8391
.8888  | .1515  | 1.8400
.8888  | .1530  | 1.8410
.8888  | .1545  | 1.8419
.8888  | .1560  | 1.8428
.8888  | .1575  | 1.8437
.8888  | .1590  | 1.8446
.8888  | .1605  | 1.8455
.8888  | .1620  | 1.8464
.8888  | .1635  | 1.8473
.8888  | .1650  | 1.8482
.8888  | .1665  | 1.8491
.8888  | .1680  | 1.8500
.8888  | .1695  | 1.8509
.8888  | .1710  | 1.8518
.8888  | .1725  | 1.8526
.8888  | .1740  | 1.8535
.8888  | .1755  | 1.8544
.8888  | .1770  | 1.8553
.8888  | .1785  | 1.8562
.8888  | .1800  | 1.8571
.8888  | .1815  | 1.8579
.8888  | .1830  | 1.8588
.8888  | .1845  | 1.8597
.8888  | .1860  | 1.8606
.8888  | .1875  | 1.8614
.8888  | .1890  | 1.8623
.8888  | .1905  | 1.8632
.8888  | .1920  | 1.8640
.8888  | .1935  | 1.8649
.8888  | .1950  | 1.8657
.8888  | .1965  | 1.8666
.8888  | .1980  | 1.8675
.8888  | .1995  | 1.8683
.8888  | .2010  | 1.8692
.8888  | .2025  | 1.8700
.8888  | .2040  | 1.8709
.8888  | .2055  | 1.8717
.8888  | .2070  | 1.8726
.8888  | .2085  | 1.8734
.8888  | .2100  | 1.8742
.8888  | .2115  | 1.8751
.8888  | .2130  | 1.8759
.8888  | .2145  | 1.8768
.8888  | .2160  | 1.8776
.8888  | .2175  | 1.8784
.8888  | .2190  | 1.8793
.8888  | .2205  | 1.8801
.8888  | .2220  | 1.8809
.8888  | .2235  | 1.8818
.8888  | .2250  | 1.8826
.8888  | .2265  | 1.8834
.8888  | .2280  | 1.8842
.8888  | .2295  | 1.8851
.8888  | .2310  | 1.8859
.8888  | .2325  | 1.8867
.8888  | .2340  | 1.8875
.8888  | .2355  | 1.8883
.8888  | .2370  | 1.8891
.8888  | .2385  | 1.8899
.8888  | .2400  | 1.8908
.8888  | .2415  | 1.8916
.8888  | .2430  | 1.8924
.8872  | .1230  | 1.8140
.8872  | .1245  | 1.8150
.8872  | .1260  | 1.8160
.8872  | .1275  | 1.8169
.8872  | .1290  | 1.8179
.8872  | .1305  | 1.8188
.8872  | .1320  | 1.8198
.8872  | .1335  | 1.8207
.8872  | .1350  | 1.8217
.8872  | .1365  | 1.8226
.8872  | .1380  | 1.8235
.8872  | .1395  | 1.8245
.8872  | .1410  | 1.8254
.8872  | .1425  | 1.8263
.8872  | .1440  | 1.8273
.8872  | .1455  | 1.8282
.8872  | .1470  | 1.8291
.8872  | .1485  | 1.8300
.8872  | .1500  | 1.8310
.8872  | .1515  | 1.8319
.8872  | .1530  | 1.8328
.8872  | .1545  | 1.8337
.8872  | .1560  | 1.8346
.8872  | .1575  | 1.8356
.8872  | .1590  | 1.8365
.8872  | .1605  | 1.8374
.8872  | .1620  | 1.8383
.8872  | .1635  | 1.8392
.8872  | .1650  | 1.8401
.8872  | .1665  | 1.8410
.8872  | .1680  | 1.8419
.8872  | .1695  | 1.8428
.8872  | .1710  | 1.8437
.8872  | .1725  | 1.8446
.8872  | .1740  | 1.8455
.8872  | .1755  | 1.8464
.8872  | .1770  | 1.8473
.8872  | .1785  | 1.8482
.8872  | .1800  | 1.8490
.8872  | .1815  | 1.8499
.8872  | .1830  | 1.8508
.8872  | .1845  | 1.8517
.8872  | .1860  | 1.8526
.8872  | .1875  | 1.8534
.8872  | .1890  | 1.8543
.8872  | .1905  | 1.8552
.8872  | .1920  | 1.8561
.8872  | .1935  | 1.8569
.8872  | .1950  | 1.8578
.8872  | .1965  | 1.8587
.8872  | .1980  | 1.8595
.8872  | .1995  | 1.8604
.8872  | .2010  | 1.8612
.8872  | .2025  | 1.8621
.8872  | .2040  | 1.8630
.8872  | .2055  | 1.8638
.8872  | .2070  | 1.8647
.8872  | .2085  | 1.8655
.8872  | .2100  | 1.8664
.8872  | .2115  | 1.8672
.8872  | .2130  | 1.8681
.8872  | .2145  | 1.8689
.8872  | .2160  | 1.8697
.8872  | .2175  | 1.8706
.8872  | .2190  | 1.8714
.8872  | .2205  | 1.8723
.8872  | .2220  | 1.8731
.8872  | .2235  | 1.8739
.8872  | .2250  | 1.8748
.8872  | .2265  | 1.8756
.8872  | .2280  | 1.8764
.8872  | .2295  | 1.8773
.8872  | .2310  | 1.8781
.8872  | .2325  | 1.8789
.8872  | .2340  | 1.8797
.8872  | .2355  | 1.8806
.8872  | .2370  | 1.8814
.8872  | .2385  | 1.8822
.8872  | .2400  | 1.8830
.8872  | .2415  | 1.8838
.8872  | .2430  | 1.8846
.8856  | .1230  | 1.8058
.8856  | .1245  | 1.8068
.8856  | .1260  | 1.8078
.8856  | .1275  | 1.8087
.8856  | .1290  | 1.8097
.8856  | .1305  | 1.8106
.8856  | .1320  | 1.8116
.8856  | .1335  | 1.8125
.8856  | .1350  | 1.8135
.8856  | .1365  | 1.8144
.8856  | .1380  | 1.8154
.8856  | .1395  | 1.8163
.8856  | .1410  | 1.8173
.8856  | .1425  | 1.8182
.8856  | .1440  | 1.8192
.8856  | .1455  | 1.8201
.8856  | .1470  | 1.8210
.8856  | .1485  | 1.8220
.8856  | .1500  | 1.8229
.8856  | .1515  | 1.8238
.8856  | .1530  | 1.8247
.8856  | .1545  | 1.8257
.8856  | .1560  | 1.8266
.8856  | .1575  | 1.8275
.8856  | .1590  | 1.8284
.8856  | .1605  | 1.8293
.8856  | .1620  | 1.8303
.8856  | .1635  | 1.8312
.8856  | .1650  | 1.8321
.8856  | .1665  | 1.8330
.8856  | .1680  | 1.8339
.8856  | .1695  | 1.8348
.8856  | .1710  | 1.8357
.8856  | .1725  | 1.8366
.8856  | .1740  | 1.8375
.8856  | .1755  | 1.8384
.8856  | .1770  | 1.8393
.8856  | .1785  | 1.8402
.8856  | .1800  | 1.8411
.8856  | .1815  | 1.8420
.8856  | .1830  | 1.8429
.8856  | .1845  | 1.8438
.8856  | .1860  | 1.8446
.8856  | .1875  | 1.8455
.8856  | .1890  | 1.8464
.8856  | .1905  | 1.8473
.8856  | .1920  | 1.8482
.8856  | .1935  | 1.8490
.8856  | .1950  | 1.8499
.8856  | .1965  | 1.8508
.8856  | .1980  | 1.8516
.8856  | .1995  | 1.8525
.8856  | .2010  | 1.8534
.8856  | .2025  | 1.8542
.8856  | .2040  | 1.8551
.8856  | .2055  | 1.8560
.8856  | .2070  | 1.8568
.8856  | .2085  | 1.8577
.8856  | .2100  | 1.8585
.8856  | .2115  | 1.8594
.8856  | .2130  | 1.8603
.8856  | .2145  | 1.8611
.8856  | .2160  | 1.8620
.8856  | .2175  | 1.8628
.8856  | .2190  | 1.8636
.8856  | .2205  | 1.8645
.8856  | .2220  | 1.8653
.8856  | .2235  | 1.8662
.8856  | .2250  | 1.8670
.8856  | .2265  | 1.8679
.8856  | .2280  | 1.8687
.8856  | .2295  | 1.8695
.8856  | .2310  | 1.8704
.8856  | .2325  | 1.8712
.8856  | .2340  | 1.8720
.8856  | .2355  | 1.8728
.8856  | .2370  | 1.8737
.8856  | .2385  | 1.8745
.8856  | .2400  | 1.8753
.8856  | .2415  | 1.8761
.8856  | .2430  | 1.8770
.8840  | .1230  | 1.7977
.8840  | .1245  | 1.7986
.8840  | .1260  | 1.7996
.8840  | .1275  | 1.8006
.8840  | .1290  | 1.8016
.8840  | .1305  | 1.8025
.8840  | .1320  | 1.8035
.8840  | .1335  | 1.8044
.8840  | .1350  | 1.8054
.8840  | .1365  | 1.8064
.8840  | .1380  | 1.8073
.8840  | .1395  | 1.8083
.8840  | .1410  | 1.8092
.8840  | .1425  | 1.8102
.8840  | .1440  | 1.8111
.8840  | .1455  | 1.8120
.8840  | .1470  | 1.8130
.8840  | .1485  | 1.8139
.8840  | .1500  | 1.8149
.8840  | .1515  | 1.8158
.8840  | .1530  | 1.8167
.8840  | .1545  | 1.8177
.8840  | .1560  | 1.8186
.8840  | .1575  | 1.8195
.8840  | .1590  | 1.8204
.8840  | .1605  | 1.8214
.8840  | .1620  | 1.8223
.8840  | .1635  | 1.8232
.8840  | .1650  | 1.8241
.8840  | .1665  | 1.8250
.8840  | .1680  | 1.8260
.8840  | .1695  | 1.8269
.8840  | .1710  | 1.8278
.8840  | .1725  | 1.8287
.8840  | .1740  | 1.8296
.8840  | .1755  | 1.8305
.8840  | .1770  | 1.8314
.8840  | .1785  | 1.8323
.8840  | .1800  | 1.8332
.8840  | .1815  | 1.8341
.8840  | .1830  | 1.8350
.8840  | .1845  | 1.8359
.8840  | .1860  | 1.8368
.8840  | .1875  | 1.8377
.8840  | .1890  | 1.8385
.8840  | .1905  | 1.8394
.8840  | .1920  | 1.8403
.8840  | .1935  | 1.8412
.8840  | .1950  | 1.8421
.8840  | .1965  | 1.8430
.8840  | .1980  | 1.8438
.8840  | .1995  | 1.8447
.8840  | .2010  | 1.8456
.8840  | .2025  | 1.8465
.8840  | .2040  | 1.8473
.8840  | .2055  | 1.8482
.8840  | .2070  | 1.8491
.8840  | .2085  | 1.8499
.8840  | .2100  | 1.8508
.8840  | .2115  | 1.8516
.8840  | .2130  | 1.8525
.8840  | .2145  | 1.8534
.8840  | .2160  | 1.8542
.8840  | .2175  | 1.8551
.8840  | .2190  | 1.8559
.8840  | .2205  | 1.8568
.8840  | .2220  | 1.8576
.8840  | .2235  | 1.8585
.8840  | .2250  | 1.8593
.8840  | .2265  | 1.8602
.8840  | .2280  | 1.8610
.8840  | .2295  | 1.8618
.8840  | .2310  | 1.8627
.8840  | .2325  | 1.8635
.8840  | .2340  | 1.8644
.8840  | .2355  | 1.8652
.8840  | .2370  | 1.8660
.8840  | .2385  | 1.8669
.8840  | .2400  | 1.8677
.8840  | .2415  | 1.8685
.8840  | .2430  | 1.8693
.8824  | .1230  | 1.7896
.8824  | .1245  | 1.7906
.8824  | .1260  | 1.7915
.8824  | .1275  | 1.7925
.8824  | .1290  | 1.7935
.8824  | .1305  | 1.7945
.8824  | .1320  | 1.7954
.8824  | .1335  | 1.7964
.8824  | .1350  | 1.7974
.8824  | .1365  | 1.7983
.8824  | .1380  | 1.7993
.8824  | .1395  | 1.8002
.8824  | .1410  | 1.8012
.8824  | .1425  | 1.8022
.8824  | .1440  | 1.8031
.8824  | .1455  | 1.8041
.8824  | .1470  | 1.8050
.8824  | .1485  | 1.8060
.8824  | .1500  | 1.8069
.8824  | .1515  | 1.8078
.8824  | .1530  | 1.8088
.8824  | .1545  | 1.8097
.8824  | .1560  | 1.8107
.8824  | .1575  | 1.8116
.8824  | .1590  | 1.8125
.8824  | .1605  | 1.8134
.8824  | .1620  | 1.8144
.8824  | .1635  | 1.8153
.8824  | .1650  | 1.8162
.8824  | .1665  | 1.8171
.8824  | .1680  | 1.8181
.8824  | .1695  | 1.8190
.8824  | .1710  | 1.8199
.8824  | .1725  | 1.8208
.8824  | .1740  | 1.8217
.8824  | .1755  | 1.8226
.8824  | .1770  | 1.8236
.8824  | .1785  | 1.8245
.8824  | .1800  | 1.8254
.8824  | .1815  | 1.8263
.8824  | .1830  | 1.8272
.8824  | .1845  | 1.8281
.8824  | .1860  | 1.8290
.8824  | .1875  | 1.8299
.8824  | .1890  | 1.8308
.8824  | .1905  | 1.8317
